METADATA,,,,,,,,,,,
title.en,ITU Carrier Codes ,,,,,,,,,,
,,,,,,,,,,,
DATA,type=array,,,,,,,,,,
country_name,country_code,organization,address_line_1,address_line_2,address_line_3,address_line_4,code,contact_person,tel,fax,email
Cyprus (Republic of) ,CYP,Cyprus Telecommunications Authority (CYTA),"PO Box 24929, Telecommunications Street 1",CY-1396 NICOSIA,,,CYTA,Glafkos Houtris,+357 2 270 1246,+357 2 270 1766,houtris.gl@cyta.cytanet.com.cy
Czech Republic ,CZE,Aliatel a.s.,Sokolovská 86,18600 PRAGUE 8,,,ALI,Eva Ruzicková,+420 2 2525 3191,+420 2 2525 3102,eva.ruzickova@aliatel.cz
Czech Republic ,CZE,"CE Com Czech, s.r.o",Parizská 22,11000 PRAHA 1,,,CECOM,Jaroslav Ondrus,+420 267 198 153,+420 267 198 147,jo@cecom.cz
Czech Republic ,CZE,Cesky Mobil a.s.,Vinohradska 167,100 000 PRAHA 10,,,OSKAR,Vaclav Mach,+420 2 7117 1458,+420 2 7117 1951,vaclav.mach@oskarmobil.cz
Czech Republic ,CZE,Cesky Telecom a.s.,Olsanska 5,130 34 PRAHA 3,,,CESTEL,Jindrich Trpisovsky,+420 2 7146 2262,+420 2 7146 9808,jindrich.trpisovsky@ct.cz
Czech Republic ,CZE,"Czech On Line, A.S.","Burzovní Palác, Rybná 14",11000 PRAHA,,,VOLNET,Petr Kastner,+420 2 9625 1102,+420 2 9625 1113,petr@vol.cz
Czech Republic ,CZE,Dattel a.s.,Hvezdova 1073/33,140 00 PRAGUE 4,,,DATTEL,Vaclav Dolinek,+420 2 9615 7678,+420 2 9615 7677,vaclav.dolinek@dattel.cz
Czech Republic ,CZE,EuroTel Praha spol.s.r.o.,Sokolovska 225/855,PRAHA 9,,,ETCZ,Jaroslav Kubista,+420 2 6701 1114,+420 2 6701 1185,jaroslav.kubista@eurotel.cz
Czech Republic ,CZE,Factcom as,Nám T.G. Masaryka 169,470 10 CESKA LIPA,,,FTM,Josef Drizhal,+420 42 540 0000,+420 42 582 3990,factcom@telecom.cz
Czech Republic ,CZE,Globe Internet s.v.o.,Plánickova 1,16200 PRUHA 6,,,GLINET,Jan Panoch,+420 2 3536 5000,+420 2 3536 5009,panoch.jan@globe.cz
Czech Republic ,CZE,"Kabel Plus, a.s.",Zavisova 5,140 000 PRAGUE 4,,,UPCCZT,Richard Z. Singer,+420 2 6110 7205,+420 2 6110 7100,rich.singer@kabelplus.cz
Czech Republic ,CZE,RadioMobil a.s.,Londynska 59,120 21 PRAHA 2,,,PAEGAS,Martin Klocperk,+420 2 2162 0420,+420 2 2162 0406,klocperkm@radiomobil.cz
Czech Republic ,CZE,Telecom21 spo sro,Lipenská 38,37001 CESKE BUDEJOVICE,,,T21,Jaromir Kunát,+420 68 541 1221,+420 68 541 1221,ijk@telecom.cz
Democratic People's Republic of Korea ,PRK,Ministry of Posts and Telecommunications,Central District,PYONGYANG,,,MPT,,+850 2 381 3180,+850 2 381 4418,mptird@star-co.net.kp
Democratic Republic of the Congo ,COD,Société Congolaise des Postes et des Télécommunications sarl (SCPT),"95 Blvd. du 30 juin, BP 7070",KINSHASA 1,,,SCPT,,+243 12 20115,+243 12 21885,info@scpt.cd
Denmark ,DNK,ACN Denmark A/S,Maxeland 2,GLOSTRUP 3660,,,12572,Paul Gagnier,+31 20 346 3800,+31 20 346 3940,amslegal@acneuro.com
Denmark ,DNK,Aps Kbus 38 nr. 4418,Sydvestvej 15,DK-2600 GLOSTRUP,,,TTRDK,Ib Holdgaard,+45 4348 8247,+45 4348 8251,ib.holdgaard@motorola.com
Denmark ,DNK,CBB,Dronningens Tvaergade 46,DK-1302 KOEBENHAVN K,,,CBB,Christian Engelsen,+45 3346 0130,+45 3346 0129,cen@cbb.dk
Denmark ,DNK,Cybercity A/S,Esplanaden 6-8,DK-1263 KOEBENHAVN K,,,CYBER,Nicolai Redfern,+45 3398 3077,+45 3398 3070,redfern@cybercity.dk
Denmark ,DNK,FaciliCom International Denmark,"Copenhagen Europe Center, Vesterbrogade 149",DK-1620 KOEBENHAVN V,,,FCI,Kirsten Christensen,+45 69 88 88 88,+45 69 88 88 89,
Denmark ,DNK,Hi3G,Dampfaergevej 28,DK-0900 KOEBENHAVN C,,,HI3G,Torben L. Bjerre,+45 3333 0135,+45 3333 0155,torben.bjerre@hi3gdenmark.dk
Denmark ,DNK,Lebara ApS c/o Nebelong & Partners,Postbokd 1051,1007 KOBENHAVN K,,,LEBARA,Jorgen Jacobsen,+45 3311 7522,+45 3332 4775,jj@nebelong.dk
Denmark ,DNK,Migway A/S,Norregade 21,DK-0900 KOEBENHAVN V,,,MIGWAY,Thorkil Sonne,+45 3343 7342,+45 3399 8067,thorkil.sonne@migway.com
Denmark ,DNK,Mira Internet APS,Strandvejen 17,DK-7830 VINDERUP,,,MIRA,Mike Rasmussen,+45 7010 8040,+45 7010 8060,mr@mira.dk
Denmark ,DNK,Primus Telecommunications A/S,Vesterbrogade 149,DK-1620 KOEBENHAVN,,,PRIMUS,Finn Magner,+45 3327 0511,+45 3327 0515,fmagner@primustel.dk
Denmark ,DNK,RSLCOM Danmark A/S,Sydestvez 102,DK - 2600 GLOSTRUP,,,RSLDK,Hugo Nielsen,+45 4323 1071,+45 4323 1000,hni@rslcom.dk
Denmark ,DNK,Starman Telecom Denmark,Falkoner Allé 13,DK-2000 FREDERIKSBERG,,,STARM,Bobby Elahi,+45 3834 4848,+45 3834 4850,
Denmark ,DNK,SuperTel,Vesterbrogade 149,DK-1620 KOEBENHAVN V,,,SUPDK,John Topp,+45 3692 0050,+45 3692 0001,john.topp@supertel.dk
Denmark ,DNK,TDC Kabel TV,Strandlodsvej 30,DK- 0900 KOEBENHAVN S,,,TDCK,J. Michaelsen,+45 3263 8180,+45 3263 8008,jmic@tdc.dk
Denmark ,DNK,TDC Solutions,Norregade 21,DK-0900 KOEBENHAVN C,,,TDC,Jesper Bjerre,+45 4480 2661,+45 4480 2668,jebj@tdc.dk
Denmark ,DNK,Tele Danmark A/S,Spotorno Alle 12,DK-2630 TAASTRUP,,,TD,Joergen Harreby Thomsen,+45 4334 3255,+45 4352 0941,jhat@tdk.dk
Denmark ,DNK,Tele1 Europe A/S,Vesterbrogade 149,DK-1620 KOEBENHAVN,,,T1E,Dan Holmer Andersen,+45 3690 3650,+45 3690 3691,dha@tele1europe.dk
Denmark ,DNK,Tele2 A/S,Gammel Koge Landevej 55,DK-2500 VALBY,,,TELE2,Michael Jackson,+45 7730 1001,+45 7730 1000,michael.jackson@tele2.dk
Denmark ,DNK,Telecomplus A/S,Sdr. Rinjvej 41 - 43,DK - 2605 BRONDBY,,,TPLUS,Benny Hansen,+45 6912 1242,+45 6912 1213,bh@telecomplus.dk
Denmark ,DNK,Teleglobe Danmark A/S,Lautruphoj 1-3,DK-2750 BALLERUP COPENHAGEN,,,TGB,Charles A. Tievsky USA,+1 703 755 2430,+1 703 755 2610,ctievsky@teleglobe.com
Denmark ,DNK,Telenor,Fredrikskaj,DK-1780 KOEBENHAVN,,,SONO,Steen Th. Pedersen,+45 7212 7205,+45 7212 7224,stp@dmt.sonofon.dk
Denmark ,DNK,Telia Net,Ejby Industrivej 135,DK-2600 GLOSTRUP,,,TELIA,Lise Fuh Hovind,+45 8831 5140,+45 8831 5120,lfh@telia.dk
Denmark ,DNK,Telia Sonera,Sydvestvej 15,DK-2600 GLOSTRUP,,,TSIC,Jesper Andersen,+45 8831 5868,+45 8831 5438,jesper.andersen@teliasonera.com
Denmark ,DNK,Telia Stofa A/S,Uraniavej 6,DK-8700 HORSENS,,,TESTO,Kaj Skov,+45 8813 1414,+45 7564 2749,ks@stofa.dk
Denmark ,DNK,Tiscali A/S,Lautrupsgade 9,DK-2100 KOEBENHAVN O,,,TISC,Marcus Andersen,+45 3814 7015,+45 3814 7009,mandersen@dk.tiscali.com
Denmark ,DNK,WebPartner,Arhusgade 88,DK-2100 KOEBENHAVN,,,WEB,Rasmus Helmich,+45 3525 4770,+45 7026 2301,
Diego Garcia ,IOT,Cable and Wireless (Diego Garcia) Ltd,PSC 466 Box No. 59,"FPO-AP 96595-0059, USA",,,CWDG,Tim Hugill,+246 370 9000,+246 370 9398,manager@cwnetdg.io
Djibouti (Republic of) ,DJI,Djibouti Telecom,BP 2031,DJIBOUTI,,,STID,Pierre Bourgon,+253 21 353 338,+253 21 350 109,
Dominica (Commonwealth of) ,DMA,Telecommunications of Dominica Ltd.,PO Box 6,ROSEAU,,,TOD,Haynes W. Jacob,+1 767 448 1010,+1 767 448 1181,
Ecuador ,ECU,Empresa Estatal de Telecomunicaciones (EMETEL-ECUADOR),Avs. 6 de Diciembre y Colón,"PO Box 1701 3066, QUITO",,,EMETEL,Hugo Aulestia R.,+593 2 220 0250,+593 2 256 1306,
Ecuador ,ECU,Empresa Pública Municipal de Telecomunicaciones Agua Potable y Alcantarillo,Benigno Malo No 7-78 y Marisal Sucre,297 CUENCA,,,ETAPA,Ing. Boris Piedra Iglesias,+593 7 842842,+593 7 840022,etapadtt@etapa.com.ec
Egypt (Arab Republic of) ,EGY,Alkan Communication,8 El-Gazaer St.,"New Maadi 11435, CAIRO",,,ALKAN,Ahmed Farid,+20 2 2516 9722,+20 2 2516 9560,asfarid@alkan.net
Egypt (Arab Republic of) ,EGY,Egyptian Space Communication Co. S.A.E.,"41, Degla Street","El-Mohandseen, GIZA",,,ESC,Osama El-Kholi,+20 2 2336 2154,+20 2 2336 3574,esc@link.net
Egypt (Arab Republic of) ,EGY,Telecom Egypt,"Smart Village, PO Box 22",GIZA,,,TE,Seif Mounib,+20 2 3131 6579,,seif.mounib@telecomegypt.com
Egypt (Arab Republic of) ,EGY,The Egyptian Company for Mobile Service,1191 Corniche El Nil,"BULAG, CAIRO",,,MOBEG,Hashem Zohair,+20 12 242 1420,+20 12 320 0032,hzohair@mobinil.net
Egypt (Arab Republic of) ,EGY,Vodafone Egypt Telecommunications S.A.E.,"7A Corniche El-Nil, Maadi",CAIRO 11431,,,VFEG,Mahmoud El-Mogy,+20 2 2529 2016,+20 2 2529 2050,mahmoud.elmogy@vodafone.com.eg
El Salvador (Republic of) ,SLV,"Americatel El Salvador, S.A. de C.V.","Calle Nueva No.1, Colonia Escalón",SAN SALVADOR,,,AMETEL,Alvaro Alonso Garcia Leiva,+503 2266 0104,+503 2266 0184,agarcia@americatel.com.sv
El Salvador (Republic of) ,SLV,"Amnet Tel Y C, S En C de C.V.","Parque Ind. El Boquerón, Blvd. Santa Elena","Antiguo Cuscatian, LA LIBERTAD",,,AMNET,Guillermo Antonio Soto,+503 2236 8043,+503 2236 8124,fsoto@amnetsal.com
El Salvador (Republic of) ,SLV,"CTE Telecom Personal, S.A. de C.V.",Final Calle el Progreso y Calle Liverpool,"Colonia Roma, SAN SALVADOR",,,PERSON,Roberto Garay Sandoval,+503 2271 7031,+503 2271 7066,garay.roberto@telecom.com.sv
El Salvador (Republic of) ,SLV,"CTE, S.A. de C.V.",Final Calle el Progreso y Calle Liverpool,"Colonia Roma, SAN SALVADOR",,,TELCOM,Roberto Garay Sandoval,+503 2271 7031,+503 2271 7066,garay.roberto@telecom.com.sv
El Salvador (Republic of) ,SLV,"Digicel, S.A. de C.V.",Boulevard Los Héroes,SAN SALVADOR,,,DIGCEL,Teresa de Barrientos,+503 2285 5111,+503 2285 5585,teresa.barrientos@.digicel.com.sv
El Salvador (Republic of) ,SLV,"El Salvador Network, S.A. de C.V.",Paseo General Escalón No6000,SAN SALVADOR,,,SALNET,Oscar Antonio Safie,+503 2283 1000,+503 2283 1090,antonio.safie@salnet.net
El Salvador (Republic of) ,SLV,"El Salvador Telecom, S.A. de C.V.","Calle Colima No 852, Colonia Miramonte",SAN SALVADOR,,,SALTEL,Lucas Cabanillas,+503 2247 7156,+503 2247 7233,cabanillas@saltel.com
El Salvador (Republic of) ,SLV,"Empresa Metapaneca de Telecomunicaciones, S.A. de C.V.","2da Avenida Norte, Barrio San Pedro","METAPAN, SANTA ANA",,,EMETEL,Salvador Wilfredo Osorio,+503 2400 0000,+503 2400 0004,
El Salvador (Republic of) ,SLV,Grupo Centroamericano de Telecomunicaciones S.A. de C.V.,"39 Avenida Sur 6a 10a, Col. Flor Blanca",SAN SALVADOR,,,GCATEL,José Belarmino Jaime,+503 2230 5500,+503 2230 5585,bjaime@gcatelecom.com.sv
El Salvador (Republic of) ,SLV,"Intelfon, S.A. de C.V.",Roosevelt y 63a Avenida Sur,SAN SALVADOR,,,INTFON,Edgard Eduardo Rodas,+503 2267 9600,+503 2245 5276,erodas@skytech.com.sv
El Salvador (Republic of) ,SLV,"Newcom El Salvador, S.A. de C.V.","60 Av. Sur y Alameda Roosevelt, Torre B",SAN SALVADOR,,,NEWCOM,Juan Antonio Coreas,+503 2252 8080,+503 2252 8082,jcoreas@newcomamericas.net
El Salvador (Republic of) ,SLV,Superintendencia General de Electricidad y Telecomunicaciones,Colonia Flor Blanca,SAN SALVADOR,,,SIGET,Jorge Isidoro Nieto Menéndez,+503 2257 4438,+503 2257 4499,jinietom@siget.gob.sv
El Salvador (Republic of) ,SLV,"Telecomunicaciones de America, S.A. de C.V.","Col. Avila, Pasaje 1 Case #3",SAN SALVADOR,,,TEL140,Roberto Liach Hill,+503 2245 1818,+503 2207 0237,roberto.liach@telecam.net
El Salvador (Republic of) ,SLV,"Telefónica Móviles El Salvador, S.A. de C.V.",Alameda Roosevelt y 63a Avenida Sur,SAN SALVADOR,,,TES144,Mario Salvador Torres Rubio,+503 2257 4360,+503 2211 0739,mario.torres@telefonica.com.sv
El Salvador (Republic of) ,SLV,"Telemóvil El Salvador, S.A.",Alameda Roosevelt y 63a Avenida Sur,SAN SALVADOR,,,TELMOV,Maximiliano Leiva,+503 2280 9001,+503 2280 9002,max@telemovil.com
Equatorial Guinea (Republic of) ,GNQ,Guinea Ecuatorial de Comunicaciones Sociedad Anónima,"Dos Torres - Planta No. 2, Parques de Africa",MALABO (B.N.),,,GECOM,Sra Maria del Mar Bindang Enem,+240 2226 91010,,mbindang@hotmail.com
Equatorial Guinea (Republic of) ,GNQ,Guinea Ecuatorial de Telecomunicaciones Sociedad Anónima,"Calle_Rey Bonkoro No 27, Apartado 494",MALABO,,,GETESA,Sr. Daniel Dauchat,+240 3330 93316,+240 3330 94000,
Eritrea ,ERI,Telecommunication Services of Eritrea (TSE),"PO Box 234, Semaetat Street 11",ASMARA,,,ERITEL,Goitom Ogbazghi,+291 1 117547,+291 1 120938,
Estonia (Republic of) ,EST,Elion Enterprises Ltd (Elion),16 Endla Street,EE-15033 TALLINN,,,ELION,Toivo Liblik,+372 640 2552,+372 640 2551,toivo.liblik@elion.ee
Ethiopia (Federal Democratic Republic of) ,ETH,The Ethiopian Telecommunications Corporation,PO Box 1047,ADDIS ABABA,,,ETC,Atto Asmare Abate,+251 11 150 5678,+251 11 151 5777,a.abate@telecom.net.et
Falkland Islands (Malvinas) ,FLK,Cable and Wireless plc,PO Box 179,STANLEY,,,FKCW,"Steve Baker, GM",+500 20801,+500 22207,
Faroe Islands ,FRO,Kall P/F,"Odinshaedd 2, P.O.Box 3299",110 TORSHAVN,,,KALL,Terji Durhuus,+298 202071,+298 202021,
Fiji (Republic of) ,FJI,Fiji International Telecommunications Ltd.,PO Box 59,SUVA,,,FINTEL,Jone Wesele,+679 331 2933,+679 330 5606,jone.b.wesele@cwokt.cwplc.com
Fiji (Republic of) ,FJI,Telecom Fiji Ltd.,"1 Edward Street, Private Bag",SUVA,,,TFL679,Josaia Baro,+679 321 0318,+679 330 3210,
Finland ,FIN,Elisa Group,Itämerenkatu 1,FIN-00180 HELSINKI,,,ELISA,Petri Pietiläinen,+358 9 6955 0238,+358 9 6955 0301,petri.pietilainen@elisa.fi
Finland ,FIN,Jippi Group Oyj,Annankatu 44 A,FIN - 00100 HELSINKI,,,JIPPII,Kai Keinänen,+358 456 700 100,+358 3 4102 4155,kai.keinanen@jippiigroup.com
Finland ,FIN,OY Cubio Communications Ltd.,Vilhonvuorenkatu 11A,FIN - 00500 HELSINKI,,,CUBIO,Ilya Goldberg,+358 9 6896 67685,+358 9 689 6766,ilya.goldberg@cubio.net
Finland ,FIN,OY Finland Tele2 Ab,Paciuksenkanru 29,00270 HELSINKI,,,TELE2,Gunnar Gustafsson,+46 8 5626 4857,+46 8 5626 2427,
Finland ,FIN,Oy Nevatel Ltd.,Sörnäisten Rantatie 27 A,FIN-00500 HELSINKI,,,NEVA,Ben Mellin,+358 9 4247 0010,+358 9 4247 0020,ben.mellin@nevatel.fi
Finland ,FIN,RSLCom Findland Oy,Metsänneidonkjuja 12,FIN - 02130 ESPOO,,,RSLFIN,Auvo Somppi,+358 9 4242 00,+358 9 4242 2280,auvo.somppi@rslcom.fi
Finland ,FIN,Sonera Corporation,Teollisuuskatu 15,FIN-00510 HELSINKI,,,SONERA,Tuomo Kokkila,+358 2040 2525,+358 2040 2811,
Finland ,FIN,Song Networks Oy,PO Box 100,FIN-00094 SONG,,,SONGN,Reijo Ryytty,+358 30 994 4650,+358 30 994 4699,reijo.ryytty@songnetworks.fi
Finland ,FIN,Teldamatic Oy,Uudenmaanmkatu 12 A 10,FIN - 05800 HYVINKAA,,,TELDA,Arkady Zlobin,+358 19 450 370,+358 19 453 530,zlobin.arkady@kolumbus.fi
France ,FRA,3U Telecom,"12,Avenue de l'Arche",F-92419 COURBEVOIE CEDEX,,,3UTL,Armin Lambrich,+33 1 46 91 89 24,+33 1 46 91 88 00,
France ,FRA,9 Télécom Réseau,"1, Square Chaptal",F-92309 LEVALLOIS,,,9TEL,Christophe Roy,+33 1 58 63 14 65,+33 1 58 63 10 44,
France ,FRA,ADP Télécom,"Roissy Pôle Le Dôme 4, rue de la Hay",F-95732 ROISSY CDG CEDEX,,,ADPT,B. Nahoum,+33 1 70 03 85 00,+33 1 70 03 85 01,
France ,FRA,Afripa Telecom,"38, rue des Jeûneurs",F-75002 PARIS,,,AFRI,Muriel Bruyas,+33 1 55 34 73 73,+33 1 55 34 73 74,
France ,FRA,Altitude,"1, rue François Perroux",F-76130 MONT-SAINT-AIGNAN,,,ALTI,Jean Paul Riviere,+33 2 35 60 66 06,,
France ,FRA,Atos Multimedia,Z.I. Rue de la Pointe,F-59113 SECLIN,,,ATOS,André-Marie Regnaut,+33 3 20 60 79 79,+33 3 20 32 52 22,
France ,FRA,Bouygues Telecom,"20, Quai du Point du Jour",F-92640 BOULOGNE BILLANCOURT,,,BOUY,Benoît Bertin,+33 1 41 09 52 71,+33 1 58 17 97 92,
France ,FRA,Cable & Wireless France,"Tour Neptune 20, Place de la Seine",F-92086 PARIS LA DEFENCE CEDEX,,,CAWI,Florence Updegraff,+33 1 55 70 12 00,+33 1 55 70 12 01,
France ,FRA,Cegetel,"1, Place Carpeaux",F-92915 PARIS LA DEFENSE CEDEX,,,CGTL,Eric Avizou,+33 1 71 08 85 28,+33 1 71 07 64 60,
France ,FRA,Colt Télécommunications France,"25, Rue de Chazelles",F-75017 PARIS,,,COLT,Jean-Baptiste Gagliardi,+33 1 70 99 55 00,+33 1 70 99 55 01,
France ,FRA,Completel,"9-11, alléedDe l'Arche",F-92671 COURBEVOIE CEDEX,,,COMP,Jérôme de Vitry d'Avaucourt,+33 1 72 92 20 00,+33 1 72 92 26 27,
France ,FRA,Dolphin Telecom,13-15 rue Jeanne Braconnier,F-92360 MEUDON-LA-FORET,,,DOLF,Christophe Renaud,+33 1 40 83 30 00,+33 1 40 83 30 30,
France ,FRA,E*Messages Wireless Informations Services,12 rue du Docteur Audigier,F-78150 LE CHESNAY,,,EMES,Hugues Ferreboeuf,+33 1 39 23 48 48,+33 1 39 23 48 82,
France ,FRA,Easynet,"69, rue Beaubourg",F-75003 PARIS,,,EASY,Denis Planat,+33 1 44 54 70 00,+33 1 44 54 70 01,
France ,FRA,Equant Telecommunications,"190, avenue de France",F-75013 PARIS,,,EQNT,Laurent Barbe,+33 1 46 46 20 00,+33 1 46 46 90 01,
France ,FRA,Estel,"26c, Boulevard du Président Wilson, BP 318",F-67008 STRASBOURG CEDEX 9,,,ESTL,Alain Sgrazzutti,+33 3 90 22 40 80,+33 3 69 22 40 08,
France ,FRA,Firstmark Communications France,"28, rue Cambaceres",F-75008 PARIS,,,FIRS,François Jaclot,+33 1 55 27 68 00,+33 1 55 27 68 10,
France ,FRA,France Citevision,"5, rue Léonard de Vinci",F-45000 ORLEANS LA SOURCE,,,FCTV,Roger Doire,+33 2 38 25 04 40,+33 2 38 25 04 41,
France ,FRA,France Telecom,"6, Place d'Alleray",F- 75505 PARIS CEDEX 15,,,FRTE,Jean Daniel Lallemand,+33 1 44 44 00 25,+33 1 44 44 03 45,
France ,FRA,Free Telecom,"24, rue Emile Ménier",F-75116 PARIS,,,FREE,Cyril Poidatz,+33 1 56 26 20 00,+33 1 56 26 03 11,
France ,FRA,Infomobile,"Immeuble le Crystal, 6 Rue Hèléne Boucher",F-78286 GUYANCOURT CEDEX,,,INFM,Philippe Montagner,+33 1 30 60 11 12,+33 1 30 60 11 99,
France ,FRA,Interoute Communications France,16-18 Rue Rivay,F-92300 LEVALLOIS-PERRET,,,INRT,Claire Audin,+33 1 55 46 57 00,+33 1 55 46 57 02,
France ,FRA,Kertel S.A.,5/7 Rue du Delta,F-75009 PARIS,,,KTEL,Bertrand Dolbeau,+33 1 72 30 50 00,+33 1 72 30 50 10,
France ,FRA,Level 3 Communications,"20, Avenue André Prothin",F-92400 COURBEVOIE,,,LEV3,Barbara Nedjar,+33 810 73 39 95,+33 1 70 81 10 50,
France ,FRA,Louis Dreyfus Communication,"1, Square Chaptal",F-92569 LEVALLOIS CEDEX,,,LDCO,Christophe Roy,+33 1 58 63 14 65,+33 1 58 63 10 44,
France ,FRA,MFS Communications S.A.,100-101 Terrasse Boieldieu,F-92042 PARIS LA DEFENSE CEDEX,,,MFS,Laurent Papiernik,+33 1 53 75 74 99,+33 1 53 75 82 09,
France ,FRA,Orange France,41-45 Boulevard Romain Rolland,F-92120 MONTROUGE,,,ORNG,Didier Quillot,+33 1 55 22 22 22,,
France ,FRA,Primus Telecommunications,"50, Boulevard du Colonel Fabien",F-94200 IVRY SUR SEINE,,,PRIT,Denis Tribouillier,+33 800 333 999,,
France ,FRA,Prosodie,150 Rue Galliéni,F-92100 BOULOGNE-BILLANCOURT,,,PROS,Laurent Sibille,+33 1 46 84 11 11,+33 1 46 04 20 55,
France ,FRA,Société Française du Radiotéléphone,"1, Place Carpeaux",F - 97915 PARIS LA DEFENCE CEDEX,,,SFR,Eric Avizou,+33 1 71 08 85 28,+33 1 71 07 64 60,
France ,FRA,Startec Phone Systems & Network,30 rue Mozart,F-92110 CLICHY,,,PHON,François Caron,+33 1 41 40 30 00,+33 1 41 40 30 16,
France ,FRA,Suez Lyonnaise Telecom,20 Place des Vins de France,F-75012PARIS,,,SULY,François Jaclot,+33 1 53 44 81 81,+33 1 53 44 83 55,
France ,FRA,Tele2 France S.A.,"14, rue des frères Caudron, BP 103",F-78143 VELIZY CEDEX,,,TEL2,Jean-Louis Constantza,+33 1 39 45 44 44,+33 1 39 45 44 00,
France ,FRA,Telecom Développement,"Espace 21 Bâtiment 5, 50 Place de l'Ellipse",F-92985 PARIS LA DEFENSE CEDEX,,,TEDE,Gilles Tremey,+33 1 55 23 91 00,+33 1 55 23 95 72,
France ,FRA,Television Française 1,1 Quai du Point-du-Jour,F-92656 BOULOGNE BILLANCOURT,,,TF1,Patrick Le Lay,+33 1 41 41 12 34,,
France ,FRA,Tiscali Telecom,"10, rue Fructidor",F-93400 SAINT-OUEN,,,TISC,Eric Denoyer,+33 1 41 66 77 00,,
France ,FRA,T-Systems Siris,54 Place de l'Ellipsé,F-92983 PARIS LA DEFENSE CEDEX,,,SIRI,Olivier Campenon,+33 1 70 20 94 00,+33 1 70 20 94 94,
France ,FRA,UPC France,12 Rue Albert Einstein,F-77420 CHAMPS-SUR-MARNE,,,UPCF,Philippe Besnier,+33 1 70 00 70 07,+33 1 70 00 70 09,
France ,FRA,Western Telecom,88 Avenue Kléber,F-75016 PARIS,,,WEST,Edmond Cohen,+33 1 56 26 27 00,+33 1 56 26 27 37,
France ,FRA,XTS Network,7 rue du Mont Valérien,F-92150 SURESNES,,,XTSN,Pascal Bono,+33 1 55 49 38 38,+33 1 55 49 38 39,
French Guiana (French Department of) ,GUF,France Telecom,,,,,FT,Claire Paponneau,+33 1 43 42 80 79,+33 1 43 42 55 20,
French Polynesia (Territoire français d'outre-mer) ,PYF,France Cables et Radio-FCR,"BP 99, Papeete",98713 TAHITI,,,FCR,J. Szilagyi,+689 415404,+689 433495,
Gabonese Republic ,GAB,Gabon Telecom,BP 2261,LIBREVILLE,,,GOPT,Serge Essongue,+241 787156,+241 747168,
Gambia (Republic of the) ,GMB,Gambia Telecommunications Company Ltd.,"PO Box 387, 3 Nelson Mandela Street",BANJUL,,,GAMTEL,Saihou Njie,+220 422 9511,+220 420 1973,
Georgia ,GEO,Telecom Georgia Ltd.,9 April Street 2,TBILISI 380008,,,TELGEO,,+995 32 294900,+995 32 934540,
Germany (Federal Republic of) ,DEU,[netzquadrat] Gesellschaft für Telekommunikation mbH,Gladbacher Strasse 74,40219 DUSSELDORF,,,NQ,Ulf Hermann,+49 211 3020 3393,+49 211 6355 5593,herrmann@netzquadrat.de
Germany (Federal Republic of) ,DEU,1&1 Internet AG,Elgendorfer Strasse 57,56410 MONTABAUR,,,1UND1,André Rochlitzer,Tel: +49 721 91374 4654,,andre.rochlitzer@1und1.de
Germany (Federal Republic of) ,DEU,1click2 Internet Services GmbH,Keplerstrasse 17,22763 Hamburg,,,1C2ISG,Mr. Stefan Damms,+49 40 23517332,+49 40 23517329,support@1click2.de
Germany (Federal Republic of) ,DEU,1N Telecom GmbH,Prinzenallee 7,40549 DUESSELDORF,,,DEU1N,Mr Philipp Hoffmann,,,p.hoffmann@1n.de
Germany (Federal Republic of) ,DEU,3U TELECOM GmbH,Frauenbergstrasse 31 - 39,35039 MARBURG,,,3UNET,Mr Sascha Rosenhaeger,+49 6421 999 2202,+49 6421 999 1400,portierungen@3u.net
Germany (Federal Republic of) ,DEU,42com Telecommunication GmbH,Strasse der Pariser Kommune 12 - 16,10243 BERLIN,,,42COM,Mr Thomas Reinig,+49 30 340 605 908,+49 30 340 605 998,portierung@42com.com
Germany (Federal Republic of) ,DEU,A+U Baumann OHG,Ludwig-Tjoma-Str. 20,95448 BAYREUTH,,,KBBAUU,Mr Stephen Engel,+49 921 5161 - 180,+49 921 5161 - 101,info@kabel-baumann.de
Germany (Federal Republic of) ,DEU,Accom Gesellschaft für Telekommunikations netze und dienstleistungen mbH u Co KG,Grüner Weg 100,D-52070 AACHEN,,,ACCOM,R.A. Wilfried Boms,+49 241 91852 26,+49 241 91852 99,wilfried.boms@a1-net.de
Germany (Federal Republic of) ,DEU,Ackermann & Pfetzing GbR,Stoelzinger Strasse 52,34286 Spangenberg,,,APWDSL,Mr. Marco Ackermann,+49 5663 9469000,+49 5663 9469009,info@ap-wdsl.de
Germany (Federal Republic of) ,DEU,ACO Computerservice GmbH,Angersbachstrasse 14,34127 KASSEL,,,ACO,Mr. Klaus Peter von Friedeburg,+49 561 98303 0,+49 561 98303 46,info@aco.de
Germany (Federal Republic of) ,DEU,ADDIX Internet Services GmbH,Kaistrasse 101,24114 KIEL,,,ADDIX,,+49 431 7755 150,+49 431 7755 105,portierung@addix.net
Germany (Federal Republic of) ,DEU,AEP Plückhahn Netze GmbH,Breite Strasse 18 b,17438 WOLGAST,,,AEP18B,Mrs Rohde,+49 38362 77720,+49 38362 77787,vertrieb@aepservice.de
